trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,shape_dist_traveled,timepoint
11,09:28:00,09:28:00,node/6197929485,5,,,,,
11,09:29:00,09:29:00,node/6197929487,6,,,,,
11,09:30:00,09:30:00,node/6197947265,7,,,,,
11,09:31:00,09:31:00,node/6197947267,8,,,,,
11,09:31:51,09:31:51,node/6197947268,9,,,,,
11,09:33:00,09:33:00,node/6197947273,10,,,,,
11,09:36:00,09:36:00,node/6197929079,11,,,,,
10,09:10:00,09:10:00,node/6197929079,1,,,,,
10,09:12:00,09:12:00,node/6197929073,2,,,,,
10,09:13:00,09:13:00,node/6197929075,3,,,,,
10,09:14:00,09:14:00,node/6197929084,4,,,,,
10,09:15:00,09:15:00,node/6197929485,5,,,,,
10,09:16:00,09:16:00,node/6197929487,6,,,,,
10,09:17:00,09:17:00,node/6197947265,7,,,,,
10,09:18:00,09:18:00,node/6197947267,8,,,,,
10,09:18:51,09:18:51,node/6197947268,9,,,,,
10,09:20:00,09:20:00,node/6197947273,10,,,,,
10,09:23:00,09:23:00,node/6197929079,11,,,,,
13,09:49:00,09:49:00,node/6197929079,1,,,,,
13,09:51:00,09:51:00,node/6197929073,2,,,,,
13,09:52:00,09:52:00,node/6197929075,3,,,,,
13,09:53:00,09:53:00,node/6197929084,4,,,,,
13,09:54:00,09:54:00,node/6197929485,5,,,,,
13,09:55:00,09:55:00,node/6197929487,6,,,,,
13,09:56:00,09:56:00,node/6197947265,7,,,,,
13,09:57:00,09:57:00,node/6197947267,8,,,,,
13,09:57:51,09:57:51,node/6197947268,9,,,,,
13,09:59:00,09:59:00,node/6197947273,10,,,,,
13,10:02:00,10:02:00,node/6197929079,11,,,,,
12,09:36:00,09:36:00,node/6197929079,1,,,,,
12,09:38:00,09:38:00,node/6197929073,2,,,,,
12,09:39:00,09:39:00,node/6197929075,3,,,,,
12,09:40:00,09:40:00,node/6197929084,4,,,,,
12,09:41:00,09:41:00,node/6197929485,5,,,,,
12,09:42:00,09:42:00,node/6197929487,6,,,,,
12,09:43:00,09:43:00,node/6197947265,7,,,,,
12,09:44:00,09:44:00,node/6197947267,8,,,,,
12,09:44:51,09:44:51,node/6197947268,9,,,,,
12,09:46:00,09:46:00,node/6197947273,10,,,,,
12,09:49:00,09:49:00,node/6197929079,11,,,,,
15,10:15:00,10:15:00,node/6197929079,1,,,,,
15,10:17:00,10:17:00,node/6197929073,2,,,,,
15,10:18:00,10:18:00,node/6197929075,3,,,,,
15,10:19:00,10:19:00,node/6197929084,4,,,,,
15,10:20:00,10:20:00,node/6197929485,5,,,,,
15,10:21:00,10:21:00,node/6197929487,6,,,,,
15,10:22:00,10:22:00,node/6197947265,7,,,,,
15,10:23:00,10:23:00,node/6197947267,8,,,,,
15,10:23:51,10:23:51,node/6197947268,9,,,,,
15,10:25:00,10:25:00,node/6197947273,10,,,,,
15,10:28:00,10:28:00,node/6197929079,11,,,,,
14,10:02:00,10:02:00,node/6197929079,1,,,,,
14,10:04:00,10:04:00,node/6197929073,2,,,,,
14,10:05:00,10:05:00,node/6197929075,3,,,,,
14,10:06:00,10:06:00,node/6197929084,4,,,,,
14,10:07:00,10:07:00,node/6197929485,5,,,,,
14,10:08:00,10:08:00,node/6197929487,6,,,,,
14,10:09:00,10:09:00,node/6197947265,7,,,,,
14,10:10:00,10:10:00,node/6197947267,8,,,,,
14,10:10:51,10:10:51,node/6197947268,9,,,,,
14,10:12:00,10:12:00,node/6197947273,10,,,,,
14,10:15:00,10:15:00,node/6197929079,11,,,,,
17,10:41:00,10:41:00,node/6197929079,1,,,,,
17,10:43:00,10:43:00,node/6197929073,2,,,,,
17,10:44:00,10:44:00,node/6197929075,3,,,,,
17,10:45:00,10:45:00,node/6197929084,4,,,,,
17,10:46:00,10:46:00,node/6197929485,5,,,,,
17,10:47:00,10:47:00,node/6197929487,6,,,,,
17,10:48:00,10:48:00,node/6197947265,7,,,,,
17,10:49:00,10:49:00,node/6197947267,8,,,,,
17,10:49:51,10:49:51,node/6197947268,9,,,,,
17,10:51:00,10:51:00,node/6197947273,10,,,,,
17,10:54:00,10:54:00,node/6197929079,11,,,,,
16,10:28:00,10:28:00,node/6197929079,1,,,,,
16,10:30:00,10:30:00,node/6197929073,2,,,,,
16,10:31:00,10:31:00,node/6197929075,3,,,,,
16,10:32:00,10:32:00,node/6197929084,4,,,,,
16,10:33:00,10:33:00,node/6197929485,5,,,,,
16,10:34:00,10:34:00,node/6197929487,6,,,,,
16,10:35:00,10:35:00,node/6197947265,7,,,,,
16,10:36:00,10:36:00,node/6197947267,8,,,,,
16,10:36:51,10:36:51,node/6197947268,9,,,,,
16,10:38:00,10:38:00,node/6197947273,10,,,,,
16,10:41:00,10:41:00,node/6197929079,11,,,,,
19,11:07:00,11:07:00,node/6197929079,1,,,,,
19,11:09:00,11:09:00,node/6197929073,2,,,,,
19,11:10:00,11:10:00,node/6197929075,3,,,,,
19,11:11:00,11:11:00,node/6197929084,4,,,,,
19,11:12:00,11:12:00,node/6197929485,5,,,,,
19,11:13:00,11:13:00,node/6197929487,6,,,,,
19,11:14:00,11:14:00,node/6197947265,7,,,,,
19,11:15:00,11:15:00,node/6197947267,8,,,,,
19,11:15:51,11:15:51,node/6197947268,9,,,,,
19,11:17:00,11:17:00,node/6197947273,10,,,,,
19,11:20:00,11:20:00,node/6197929079,11,,,,,
18,10:54:00,10:54:00,node/6197929079,1,,,,,
18,10:56:00,10:56:00,node/6197929073,2,,,,,
18,10:57:00,10:57:00,node/6197929075,3,,,,,
18,10:58:00,10:58:00,node/6197929084,4,,,,,
18,10:59:00,10:59:00,node/6197929485,5,,,,,
18,11:00:00,11:00:00,node/6197929487,6,,,,,
18,11:01:00,11:01:00,node/6197947265,7,,,,,
18,11:02:00,11:02:00,node/6197947267,8,,,,,
18,11:02:51,11:02:51,node/6197947268,9,,,,,
18,11:04:00,11:04:00,node/6197947273,10,,,,,
18,11:07:00,11:07:00,node/6197929079,11,,,,,
31,14:15:00,14:15:00,node/6197929079,1,,,,,
31,14:17:00,14:17:00,node/6197929073,2,,,,,
31,14:18:00,14:18:00,node/6197929075,3,,,,,
31,14:19:00,14:19:00,node/6197929084,4,,,,,
31,14:20:00,14:20:00,node/6197929485,5,,,,,
31,14:21:00,14:21:00,node/6197929487,6,,,,,
31,14:22:00,14:22:00,node/6197947265,7,,,,,
31,14:23:00,14:23:00,node/6197947267,8,,,,,
31,14:23:51,14:23:51,node/6197947268,9,,,,,
31,14:25:00,14:25:00,node/6197947273,10,,,,,
31,14:28:00,14:28:00,node/6197929079,11,,,,,
30,13:30:00,13:30:00,node/6197929079,1,,,,,
30,13:32:00,13:32:00,node/6197929073,2,,,,,
30,13:33:00,13:33:00,node/6197929075,3,,,,,
30,13:34:00,13:34:00,node/6197929084,4,,,,,
30,13:35:00,13:35:00,node/6197929485,5,,,,,
30,13:36:00,13:36:00,node/6197929487,6,,,,,
30,13:37:00,13:37:00,node/6197947265,7,,,,,
30,13:38:00,13:38:00,node/6197947267,8,,,,,
30,13:38:51,13:38:51,node/6197947268,9,,,,,
30,13:40:00,13:40:00,node/6197947273,10,,,,,
30,13:43:00,13:43:00,node/6197929079,11,,,,,
37,15:33:00,15:33:00,node/6197929079,1,,,,,
37,15:35:00,15:35:00,node/6197929073,2,,,,,
37,15:36:00,15:36:00,node/6197929075,3,,,,,
37,15:37:00,15:37:00,node/6197929084,4,,,,,
37,15:38:00,15:38:00,node/6197929485,5,,,,,
37,15:39:00,15:39:00,node/6197929487,6,,,,,
37,15:40:00,15:40:00,node/6197947265,7,,,,,
37,15:41:00,15:41:00,node/6197947267,8,,,,,
37,15:41:51,15:41:51,node/6197947268,9,,,,,
37,15:43:00,15:43:00,node/6197947273,10,,,,,
37,15:46:00,15:46:00,node/6197929079,11,,,,,
36,15:20:00,15:20:00,node/6197929079,1,,,,,
36,15:22:00,15:22:00,node/6197929073,2,,,,,
36,15:23:00,15:23:00,node/6197929075,3,,,,,
36,15:24:00,15:24:00,node/6197929084,4,,,,,
36,15:25:00,15:25:00,node/6197929485,5,,,,,
36,15:26:00,15:26:00,node/6197929487,6,,,,,
36,15:27:00,15:27:00,node/6197947265,7,,,,,
36,15:28:00,15:28:00,node/6197947267,8,,,,,
36,15:28:51,15:28:51,node/6197947268,9,,,,,
36,15:30:00,15:30:00,node/6197947273,10,,,,,
36,15:33:00,15:33:00,node/6197929079,11,,,,,
35,15:07:00,15:07:00,node/6197929079,1,,,,,
35,15:09:00,15:09:00,node/6197929073,2,,,,,
35,15:10:00,15:10:00,node/6197929075,3,,,,,
35,15:11:00,15:11:00,node/6197929084,4,,,,,
35,15:12:00,15:12:00,node/6197929485,5,,,,,
35,15:13:00,15:13:00,node/6197929487,6,,,,,
35,15:14:00,15:14:00,node/6197947265,7,,,,,
35,15:15:00,15:15:00,node/6197947267,8,,,,,
35,15:15:51,15:15:51,node/6197947268,9,,,,,
35,15:17:00,15:17:00,node/6197947273,10,,,,,
35,15:20:00,15:20:00,node/6197929079,11,,,,,
34,14:54:00,14:54:00,node/6197929079,1,,,,,
34,14:56:00,14:56:00,node/6197929073,2,,,,,
34,14:57:00,14:57:00,node/6197929075,3,,,,,
34,14:58:00,14:58:00,node/6197929084,4,,,,,
34,14:59:00,14:59:00,node/6197929485,5,,,,,
34,15:00:00,15:00:00,node/6197929487,6,,,,,
34,15:01:00,15:01:00,node/6197947265,7,,,,,
34,15:02:00,15:02:00,node/6197947267,8,,,,,
34,15:02:51,15:02:51,node/6197947268,9,,,,,
34,15:04:00,15:04:00,node/6197947273,10,,,,,
34,15:07:00,15:07:00,node/6197929079,11,,,,,
33,14:41:00,14:41:00,node/6197929079,1,,,,,
33,14:43:00,14:43:00,node/6197929073,2,,,,,
33,14:44:00,14:44:00,node/6197929075,3,,,,,
33,14:45:00,14:45:00,node/6197929084,4,,,,,
33,14:46:00,14:46:00,node/6197929485,5,,,,,
33,14:47:00,14:47:00,node/6197929487,6,,,,,
33,14:48:00,14:48:00,node/6197947265,7,,,,,
33,14:49:00,14:49:00,node/6197947267,8,,,,,
33,14:49:51,14:49:51,node/6197947268,9,,,,,
33,14:51:00,14:51:00,node/6197947273,10,,,,,
33,14:54:00,14:54:00,node/6197929079,11,,,,,
55,19:27:00,19:27:00,node/6197929079,1,,,,,
55,19:29:00,19:29:00,node/6197929073,2,,,,,
55,19:30:00,19:30:00,node/6197929075,3,,,,,
55,19:31:00,19:31:00,node/6197929084,4,,,,,
55,19:32:00,19:32:00,node/6197929485,5,,,,,
55,19:33:00,19:33:00,node/6197929487,6,,,,,
55,19:34:00,19:34:00,node/6197947265,7,,,,,
55,19:35:00,19:35:00,node/6197947267,8,,,,,
55,19:35:51,19:35:51,node/6197947268,9,,,,,
55,19:37:00,19:37:00,node/6197947273,10,,,,,
55,19:40:00,19:40:00,node/6197929079,11,,,,,
32,14:28:00,14:28:00,node/6197929079,1,,,,,
32,14:30:00,14:30:00,node/6197929073,2,,,,,
32,14:31:00,14:31:00,node/6197929075,3,,,,,
32,14:32:00,14:32:00,node/6197929084,4,,,,,
32,14:33:00,14:33:00,node/6197929485,5,,,,,
32,14:34:00,14:34:00,node/6197929487,6,,,,,
32,14:35:00,14:35:00,node/6197947265,7,,,,,
32,14:36:00,14:36:00,node/6197947267,8,,,,,
32,14:36:51,14:36:51,node/6197947268,9,,,,,
32,14:38:00,14:38:00,node/6197947273,10,,,,,
32,14:41:00,14:41:00,node/6197929079,11,,,,,
57,19:53:00,19:53:00,node/6197929079,1,,,,,
57,19:55:00,19:55:00,node/6197929073,2,,,,,
57,19:56:00,19:56:00,node/6197929075,3,,,,,
57,19:57:00,19:57:00,node/6197929084,4,,,,,
57,19:58:00,19:58:00,node/6197929485,5,,,,,
57,19:59:00,19:59:00,node/6197929487,6,,,,,
57,20:00:00,20:00:00,node/6197947265,7,,,,,
57,20:01:00,20:01:00,node/6197947267,8,,,,,
57,20:01:51,20:01:51,node/6197947268,9,,,,,
57,20:03:00,20:03:00,node/6197947273,10,,,,,
57,20:06:00,20:06:00,node/6197929079,11,,,,,
50,18:22:00,18:22:00,node/6197929079,1,,,,,
50,18:24:00,18:24:00,node/6197929073,2,,,,,
50,18:25:00,18:25:00,node/6197929075,3,,,,,
50,18:26:00,18:26:00,node/6197929084,4,,,,,
50,18:27:00,18:27:00,node/6197929485,5,,,,,
50,18:28:00,18:28:00,node/6197929487,6,,,,,
50,18:29:00,18:29:00,node/6197947265,7,,,,,
50,18:30:00,18:30:00,node/6197947267,8,,,,,
50,18:30:51,18:30:51,node/6197947268,9,,,,,
50,18:32:00,18:32:00,node/6197947273,10,,,,,
50,18:35:00,18:35:00,node/6197929079,11,,,,,
